,concept,language,word,ID,cc,ccCode
784,tree,PIEMONTESE_VERCELLESE,pyaNta,784,tree:5,f
792,tree,ROMANSH_SURSILVAN,plont3,792,tree:5,f
791,tree,ROMANSH_SURMIRAN,plant3,791,tree:5,f
790,tree,ROMANSH_GRISHUN,plant3,790,tree:5,f
779,tree,NONES_GARDENESE,l3N,779,tree:6,g
787,tree,ROMANIAN,pom,787,tree:7,h
793,tree,ROMANSH_VALLADER,bEsS,793,tree:8,i
795,tree,SARDINIAN_CAMPIDANESE,mata,795,tree:9,j
957,two,ALBANIAN_GHEG,di,957,two:0,a
958,two,ALBANIAN,di,958,two:0,a
1004,two,SICILIAN_UnnamedInSource,du,1004,two:1,b
959,two,ALBANIAN_TOSK,du,959,two:1,b
982,two,LOMBARD_BERGAMO,du,982,two:1,b
969,two,EMILIANO_FERRARESE,du,969,two:1,b
968,two,EMILIANO_CARPIGIANO,du,968,two:1,b
993,two,ROMAGNOL_RAVENNATE,do,993,two:1,b
1003,two,SARDINIAN_LOGUDARESE,duos,1003,two:2,c
977,two,JUDEO_ESPAGNOL,dos,977,two:2,c
1007,two,VALENCIAN,dos,1007,two:2,c
978,two,LANGUEDOCIEN,dus,978,two:2,c
973,two,GALICIAN,dous,973,two:2,c
992,two,PORTUGUESE,doiS,992,two:2,c
964,two,CATALAN,dos,964,two:2,c
1001,two,SARDINIAN,duos,1001,two:2,c
963,two,BALEAR_CATALAN,dos,963,two:2,c
962,two,ASTURIAN,dos,962,two:2,c
960,two,ARAGONESE,dos,960,two:2,c
997,two,ROMANSH_GRISHUN,dus,997,two:2,c
998,two,ROMANSH_SURMIRAN,dus,998,two:2,c
999,two,ROMANSH_SURSILVAN,dus,999,two:2,c
1000,two,ROMANSH_VALLADER,dwos,1000,two:2,c
965,two,CATALAN_2,dos,965,two:2,c
1005,two,SPANISH,dos,1005,two:2,c
983,two,LOMBARD_PLESIO,duu,983,two:3,d
961,two,ARPITAN,dow,961,two:3,d
970,two,EMILIANO_REGGIANO,dow,970,two:3,d
975,two,ITALIAN,due,975,two:4,e
972,two,FRIULIAN,doi,972,two:4,e
976,two,ITALIAN_GROSSETO_TUSCAN,due,976,two:4,e
979,two,LIGURIAN_GENOESE,dui,979,two:4,e
980,two,LIGURIAN_RAPALLO,dui,980,two:4,e
981,two,LIGURIAN_STELLA,dui,981,two:4,e
984,two,NEAPOLITAN_CALABRESE,doye,984,two:4,e
985,two,NONES,doi,985,two:4,e
986,two,NONES_GARDENESE,doy,986,two:4,e
966,two,CORSICAN,dwi,966,two:4,e
989,two,PIEMONTESE_CARMAGNOLA,duy,989,two:4,e
988,two,PIEMONTESE_BARBANIA,duy,988,two:4,e
991,two,PIEMONTESE_VERCELLESE,duy,991,two:4,e
994,two,ROMANIAN,doi,994,two:4,e
995,two,ROMANIAN_2,doy,995,two:4,e
996,two,ROMANIAN_MEGLENO,doy,996,two:4,e
1006,two,TURIA_AROMANIAN,doi,1006,two:4,e
1008,two,VLACH,dui,1008,two:4,e
990,two,PIEMONTESE_LANZO_TORINESE,duy,990,two:4,e
967,two,DALMATIAN,dai,967,two:5,f
971,two,FRENCH,de,971,two:6,g
987,two,OCCITAN_ARANESE,dis,987,two:7,h
974,two,GASCON,dis,974,two:7,h
1002,two,SARDINIAN_CAMPIDANESE,duzu,1002,two:8,i
648,water,ALBANIAN_GHEG,uy3,648,water:0,a
650,water,ALBANIAN_TOSK,uy3,650,water:0,a
649,water,ALBANIAN,uj3,649,water:1,b
651,water,ARAGONESE,auga,651,water:2,c
664,water,GALICIAN,auga,664,water:2,c
652,water,ARPITAN,Ewa,652,water:3,d
679,water,PIEMONTESE_BARBANIA,Eva,679,water:3,d
680,water,PIEMONTESE_CARMAGNOLA,eva,680,water:3,d
681,water,PIEMONTESE_LANZO_TORINESE,eva,681,water:3,d
693,water,SARDINIAN_LOGUDARESE,aba,693,water:3,d
692,water,SARDINIAN_CAMPIDANESE,aba,692,water:3,d
691,water,SARDINIAN,aba,691,water:3,d
688,water,ROMANSH_GRISHUN,aw3,688,water:3,d
689,water,ROMANSH_SURMIRAN,av3,689,water:3,d
690,water,ROMANSH_VALLADER,aw3,690,water:3,d
675,water,NEAPOLITAN_CALABRESE,akw3,675,water:4,e
668,water,JUDEO_ESPAGNOL,agua,668,water:4,e
674,water,LOMBARD_PLESIO,akwa,674,water:4,e
666,water,ITALIAN,akwa,666,water:4,e
663,water,FRIULIAN,agE,663,water:4,e
661,water,EMILIANO_REGGIANO,akva,661,water:4,e
660,water,EMILIANO_FERRARESE,akwa,660,water:4,e
659,water,EMILIANO_CARPIGIANO,akwa,659,water:4,e
658,water,DALMATIAN,yakua,658,water:4,e
657,water,CORSICAN,akwa,657,water:4,e
653,water,ASTURIAN,agua,653,water:4,e
670,water,LIGURIAN_GENOESE,egwa,670,water:4,e
671,water,LIGURIAN_RAPALLO,Egwa,671,water:4,e
667,water,ITALIAN_GROSSETO_TUSCAN,akwa,667,water:4,e
673,water,LOMBARD_BERGAMO,akwa,673,water:4,e
676,water,NONES,aka,676,water:4,e
677,water,NONES_GARDENESE,Ega,677,water:4,e
682,water,PIEMONTESE_VERCELLESE,akwa,682,water:4,e
683,water,PORTUGUESE,Ega,683,water:4,e
672,water,LIGURIAN_STELLA,Egwa,672,water:4,e
694,water,SICILIAN_UnnamedInSource,aka,694,water:4,e
695,water,SPANISH,aga,695,water:4,e
684,water,ROMAGNOL_RAVENNATE,akva,684,water:4,e
655,water,CATALAN,aix3,655,water:5,f
669,water,LANGUEDOCIEN,aygo,669,water:5,f
678,water,OCCITAN_ARANESE,aixuo,678,water:5,f
697,water,VALENCIAN,aixa,697,water:5,f
656,water,CATALAN_2,aix3,656,water:5,f
665,water,GASCON,aigo,665,water:5,f
654,water,BALEAR_CATALAN,aigo,654,water:5,f
662,water,FRENCH,o,662,water:6,g
685,water,ROMANIAN,ap3,685,water:7,h
698,water,VLACH,apa,698,water:7,h
696,water,TURIA_AROMANIAN,apa,696,water:7,h
687,water,ROMANIAN_MEGLENO,apu,687,water:7,h
686,water,ROMANIAN_2,ap3,686,water:7,h
1010,we,ALBANIAN,ne,1010,we:0,a
1009,we,ALBANIAN_GHEG,ne,1009,we:0,a
1011,we,ALBANIAN_TOSK,nE,1011,we:0,a
1012,we,ARAGONESE,nusatros,1012,we:1,b
1015,we,BALEAR_CATALAN,noltros,1015,we:1,b
1017,we,CATALAN_2,nuzaltr3s,1017,we:1,b
1029,we,JUDEO_ESPAGNOL,mozotros,1029,we:1,b
1030,we,LANGUEDOCIEN,nuzautres,1030,we:1,b
1031,we,LIGURIAN_GENOESE,nuiatri,1031,we:1,b
1026,we,GASCON,nuzanes,1026,we:1,b
1016,we,CATALAN,nuzaltr3s,1016,we:1,b
1033,we,LIGURIAN_STELLA,nuiatri,1033,we:1,b
1059,we,VALENCIAN,nosaltres,1059,we:1,b
1056,we,SICILIAN_UnnamedInSource,nuautri,1056,we:1,b
1037,we,NONES,noiautri,1037,we:1,b
1057,we,SPANISH,nosotros,1057,we:1,b
1039,we,OCCITAN_ARANESE,nuzati,1039,we:1,b
1054,we,SARDINIAN_CAMPIDANESE,nozu,1054,we:10,k
1013,we,ARPITAN,no,1013,we:2,c
1044,we,PORTUGUESE,noS,1044,we:3,d
1053,we,SARDINIAN,nos,1053,we:3,d
1052,we,ROMANSH_VALLADER,nus,1052,we:3,d
1051,we,ROMANSH_SURSILVAN,nus,1051,we:3,d
1050,we,ROMANSH_SURMIRAN,nows,1050,we:3,d
1025,we,GALICIAN,nos,1025,we:3,d
1038,we,NONES_GARDENESE,n3ws,1038,we:3,d
1024,we,FRIULIAN,nou,1024,we:3,d
1055,we,SARDINIAN_LOGUDARESE,nois,1055,we:3,d
1045,we,ROMAGNOL_RAVENNATE,now,1045,we:3,d
1014,we,ASTURIAN,nos,1014,we:3,d
1049,we,ROMANSH_GRISHUN,nus,1049,we:3,d
1018,we,CORSICAN,noi,1018,we:4,e
1027,we,ITALIAN,noi,1027,we:4,e
1032,we,LIGURIAN_RAPALLO,nui,1032,we:4,e
1019,we,DALMATIAN,noi,1019,we:4,e
1028,we,ITALIAN_GROSSETO_TUSCAN,noi,1028,we:4,e
1060,we,VLACH,noi,1060,we:4,e
1058,we,TURIA_AROMANIAN,noy,1058,we:4,e
1048,we,ROMANIAN_MEGLENO,noy,1048,we:4,e
1047,we,ROMANIAN_2,noy,1047,we:4,e
1046,we,ROMANIAN,noi,1046,we:4,e
1043,we,PIEMONTESE_VERCELLESE,nuy,1043,we:4,e
1042,we,PIEMONTESE_LANZO_TORINESE,nuy,1042,we:4,e
1041,we,PIEMONTESE_CARMAGNOLA,nuy,1041,we:4,e
1040,we,PIEMONTESE_BARBANIA,nuy,1040,we:4,e
1022,we,EMILIANO_REGGIANO,nuEter,1022,we:5,f
1020,we,EMILIANO_CARPIGIANO,nuEter,1020,we:5,f
1034,we,LOMBARD_BERGAMO,noter,1034,we:5,f
1021,we,EMILIANO_FERRARESE,nu,1021,we:6,g
1023,we,FRENCH,nu,1023,we:7,h
1035,we,LOMBARD_PLESIO,nuN,1035,we:8,i
1036,we,NEAPOLITAN_CALABRESE,nuy3,1036,we:9,j
242,you,ALBANIAN,ju,242,you:0,a
275,you,PIEMONTESE_VERCELLESE,ti,275,you:1,b
271,you,OCCITAN_ARANESE,ti,271,you:1,b
255,you,FRENCH,ti,255,you:1,b
269,you,NONES,ti,269,you:1,b
272,you,PIEMONTESE_BARBANIA,ti,272,you:1,b
267,you,LOMBARD_PLESIO,ti,267,you:1,b
273,you,PIEMONTESE_CARMAGNOLA,ti,273,you:1,b
265,you,LIGURIAN_STELLA,ti,265,you:1,b
263,you,LIGURIAN_GENOESE,ti,263,you:1,b
257,you,GALICIAN,ti,257,you:1,b
262,you,LANGUEDOCIEN,ti,262,you:1,b
281,you,ROMANSH_GRISHUN,ti,281,you:1,b
253,you,EMILIANO_FERRARESE,ti,253,you:1,b
274,you,PIEMONTESE_LANZO_TORINESE,ti,274,you:1,b
283,you,ROMANSH_SURSILVAN,ti,283,you:1,b
243,you,ALBANIAN_TOSK,ti,243,you:1,b
264,you,LIGURIAN_RAPALLO,ti,264,you:1,b
258,you,GASCON,ti,258,you:1,b
284,you,ROMANSH_VALLADER,tu,284,you:2,c
278,you,ROMANIAN,tu,278,you:2,c
279,you,ROMANIAN_2,tu,279,you:2,c
289,you,VALENCIAN,tu,289,you:2,c
276,you,PORTUGUESE,tu,276,you:2,c
280,you,ROMANIAN_MEGLENO,tu,280,you:2,c
259,you,ITALIAN,tu,259,you:2,c
256,you,FRIULIAN,tu,256,you:2,c
268,you,NEAPOLITAN_CALABRESE,tu,268,you:2,c
251,you,DALMATIAN,tu,251,you:2,c
244,you,ARAGONESE,tu,244,you:2,c
250,you,CORSICAN,tu,250,you:2,c
249,you,CATALAN_2,tu,249,you:2,c
248,you,CATALAN,tu,248,you:2,c
247,you,BALEAR_CATALAN,tu,247,you:2,c
270,you,NONES_GARDENESE,tu,270,you:2,c
246,you,ASTURIAN,tu,246,you:2,c
245,you,ARPITAN,t3,245,you:3,d
254,you,EMILIANO_REGGIANO,te,254,you:4,e
252,you,EMILIANO_CARPIGIANO,tE,252,you:4,e
277,you,ROMAGNOL_RAVENNATE,te,277,you:4,e
266,you,LOMBARD_BERGAMO,te,266,you:4,e
260,you,ITALIAN_GROSSETO_TUSCAN,te,260,you:4,e
282,you,ROMANSH_SURMIRAN,te,282,you:4,e
261,you,JUDEO_ESPAGNOL,vos,261,you:5,f
285,you,SARDINIAN_CAMPIDANESE,tuy,285,you:6,g
286,you,SARDINIAN_LOGUDARESE,tue,286,you:7,h
287,you,SPANISH,ustet,287,you:8,i
288,you,TURIA_AROMANIAN,tini,288,you:9,j
241,you,ALBANIAN_GHEG,yu,241,you:9,j
290,you,VLACH,tini,290,you:9,j
