,concept,language,word,ID,cc,ccCode
1707,eye,JUDEO_ESPAGNOL,oxo,1707,eye:10,k
1718,eye,OCCITAN_ARANESE,ueL,1718,eye:11,l
1704,eye,GASCON,wey,1704,eye:11,l
1708,eye,LANGUEDOCIEN,ieL,1708,eye:12,m
1710,eye,LIGURIAN_RAPALLO,Eju,1710,eye:13,n
1711,eye,LIGURIAN_STELLA,Eju,1711,eye:13,n
1709,eye,LIGURIAN_GENOESE,Eju,1709,eye:13,n
1715,eye,NONES,ocEl,1715,eye:14,o
1716,eye,NONES_FASSANO,eye,1716,eye:15,p
1717,eye,NONES_GARDENESE,wedl,1717,eye:16,q
1725,eye,ROMANIAN,ok,1725,eye:17,r
1728,eye,ROMANSH_GRISHUN,eL,1728,eye:18,s
1730,eye,ROMANSH_SURSILVAN,eL,1730,eye:18,s
1729,eye,ROMANSH_SURMIRAN,iL,1729,eye:19,t
1687,eye,ALBANIAN_GHEG,sy,1687,eye:19,t
1691,eye,ARPITAN,yi,1691,eye:2,c
1692,eye,ASTURIAN,ueyu,1692,eye:3,d
1694,eye,CATALAN,uL,1694,eye:4,e
1738,eye,VALENCIAN,uL,1738,eye:4,e
1695,eye,CATALAN_2,uL,1695,eye:4,e
1693,eye,BALEAR_CATALAN,uL,1693,eye:4,e
1696,eye,CORSICAN,oTi,1696,eye:5,f
1714,eye,NEAPOLITAN_CALABRESE,woky3,1714,eye:6,g
1726,eye,ROMANIAN_2,oky,1726,eye:6,g
1737,eye,TURIA_AROMANIAN,okLu,1737,eye:6,g
1727,eye,ROMANIAN_MEGLENO,wokLu,1727,eye:6,g
1739,eye,VLACH,okklu,1739,eye:6,g
1706,eye,ITALIAN_GROSSETO_TUSCAN,okyo,1706,eye:6,g
1735,eye,SICILIAN_UnnamedInSource,okiu,1735,eye:6,g
1705,eye,ITALIAN,okkyo,1705,eye:6,g
1734,eye,SARDINIAN_LOGUDARESE,okru,1734,eye:6,g
1697,eye,DALMATIAN,vaklo,1697,eye:6,g
1731,eye,ROMANSH_VALLADER,oL,1731,eye:7,h
1700,eye,EMILIANO_REGGIANO,oC,1700,eye:7,h
1699,eye,EMILIANO_FERRARESE,oC,1699,eye:7,h
1698,eye,EMILIANO_CARPIGIANO,oC,1698,eye:7,h
1722,eye,PIEMONTESE_VERCELLESE,oC,1722,eye:7,h
1724,eye,ROMAGNOL_RAVENNATE,oC,1724,eye:7,h
1720,eye,PIEMONTESE_CARMAGNOLA,oy,1720,eye:7,h
1719,eye,PIEMONTESE_BARBANIA,oy,1719,eye:7,h
1713,eye,LOMBARD_PLESIO,oC,1713,eye:7,h
1712,eye,LOMBARD_BERGAMO,oC,1712,eye:7,h
1721,eye,PIEMONTESE_LANZO_TORINESE,oy,1721,eye:7,h
1701,eye,FRENCH,3y,1701,eye:8,i
1702,eye,FRIULIAN,voli,1702,eye:9,j
598,fire,ALBANIAN,ndez,598,fire:0,a
599,fire,ALBANIAN_TOSK,zar,599,fire:1,b
639,fire,ROMANSH_SURSILVAN,fug,639,fire:2,c
642,fire,SARDINIAN_CAMPIDANESE,foxu,642,fire:2,c
636,fire,ROMANIAN_MEGLENO,fok,636,fire:2,c
615,fire,ITALIAN_GROSSETO_TUSCAN,foko,615,fire:2,c
614,fire,ITALIAN,fwoko,614,fire:2,c
613,fire,GASCON,huek,613,fire:2,c
611,fire,FRIULIAN,fouk,611,fire:2,c
609,fire,EMILIANO_REGGIANO,fog,609,fire:2,c
608,fire,EMILIANO_FERRARESE,fog,608,fire:2,c
607,fire,EMILIANO_CARPIGIANO,fog,607,fire:2,c
606,fire,DALMATIAN,fuk,606,fire:2,c
605,fire,CORSICAN,fogu,605,fire:2,c
604,fire,CATALAN_2,fok,604,fire:2,c
603,fire,CATALAN,fok,603,fire:2,c
602,fire,BALEAR_CATALAN,foT,602,fire:2,c
601,fire,ASTURIAN,fueu,601,fire:2,c
600,fire,ARAGONESE,fuego,600,fire:2,c
618,fire,LIGURIAN_GENOESE,fEgu,618,fire:2,c
619,fire,LIGURIAN_RAPALLO,fEgu,619,fire:2,c
621,fire,LOMBARD_BERGAMO,fok,621,fire:2,c
622,fire,LOMBARD_PLESIO,fok,622,fire:2,c
623,fire,NEAPOLITAN_CALABRESE,fok3,623,fire:2,c
624,fire,NONES,fec,624,fire:2,c
625,fire,NONES_FASSANO,fek,625,fire:2,c
626,fire,NONES_GARDENESE,fwek,626,fire:2,c
631,fire,PIEMONTESE_VERCELLESE,fok,631,fire:2,c
632,fire,PORTUGUESE,fogu,632,fire:2,c
633,fire,ROMAGNOL_RAVENNATE,fug,633,fire:2,c
634,fire,ROMANIAN,fok,634,fire:2,c
635,fire,ROMANIAN_2,fok,635,fire:2,c
641,fire,SARDINIAN,fogu,641,fire:2,c
616,fire,JUDEO_ESPAGNOL,fuego,616,fire:2,c
617,fire,LANGUEDOCIEN,fiok,617,fire:2,c
644,fire,SICILIAN_UnnamedInSource,foku,644,fire:2,c
645,fire,SPANISH,fuego,645,fire:2,c
646,fire,VALENCIAN,fok,646,fire:2,c
647,fire,VLACH,foku,647,fire:2,c
643,fire,SARDINIAN_LOGUDARESE,fogu,643,fire:2,c
610,fire,FRENCH,fe,610,fire:3,d
620,fire,LIGURIAN_STELLA,fE,620,fire:3,d
638,fire,ROMANSH_SURMIRAN,fi,638,fire:3,d
612,fire,GALICIAN,lume,612,fire:4,e
627,fire,OCCITAN_ARANESE,uek,627,fire:5,f
628,fire,PIEMONTESE_BARBANIA,fo,628,fire:6,g
630,fire,PIEMONTESE_LANZO_TORINESE,fo,630,fire:6,g
640,fire,ROMANSH_VALLADER,fo,640,fire:6,g
629,fire,PIEMONTESE_CARMAGNOLA,fo,629,fire:6,g
637,fire,ROMANSH_GRISHUN,fyew,637,fire:7,h
597,fire,ALBANIAN_GHEG,zyarm,597,fire:7,h
1083,fish,LIGURIAN_GENOESE,peSu,1083,fish:0,a
1082,fish,LANGUEDOCIEN,peys,1082,fish:0,a
1081,fish,JUDEO_ESPAGNOL,peSkado,1081,fish:0,a
1080,fish,ITALIAN_GROSSETO_TUSCAN,peSe,1080,fish:0,a
1079,fish,ITALIAN,peSe,1079,fish:0,a
1078,fish,GASCON,pES,1078,fish:0,a
1077,fish,GALICIAN,pEiSe,1077,fish:0,a
1076,fish,FRIULIAN,pes,1076,fish:0,a
1075,fish,FRENCH,paso,1075,fish:0,a
1073,fish,EMILIANO_FERRARESE,pEs,1073,fish:0,a
1072,fish,EMILIANO_CARPIGIANO,pEs,1072,fish:0,a
1071,fish,DALMATIAN,pias,1071,fish:0,a
1070,fish,CORSICAN,pESu,1070,fish:0,a
1069,fish,CATALAN_2,peS,1069,fish:0,a
1068,fish,CATALAN,peS,1068,fish:0,a
1067,fish,BALEAR_CATALAN,peiS,1067,fish:0,a
1061,fish,ALBANIAN_GHEG,peSk,1061,fish:0,a
1066,fish,ASTURIAN,peSe,1066,fish:0,a
1065,fish,ARPITAN,p3so,1065,fish:0,a
1064,fish,ARAGONESE,peS,1064,fish:0,a
1063,fish,ALBANIAN_TOSK,pESk,1063,fish:0,a
1062,fish,ALBANIAN,peSk,1062,fish:0,a
1074,fish,EMILIANO_REGGIANO,pEs,1074,fish:0,a
1084,fish,LIGURIAN_RAPALLO,pESu,1084,fish:0,a
1109,fish,SICILIAN_UnnamedInSource,peSi,1109,fish:0,a
1085,fish,LIGURIAN_STELLA,pESu,1085,fish:0,a
1108,fish,SARDINIAN_LOGUDARESE,piske,1108,fish:0,a
1107,fish,SARDINIAN_CAMPIDANESE,piSi,1107,fish:0,a
1106,fish,SARDINIAN,piSe,1106,fish:0,a
1105,fish,ROMANSH_VALLADER,peS,1105,fish:0,a
1104,fish,ROMANSH_SURSILVAN,pES,1104,fish:0,a
1103,fish,ROMANSH_SURMIRAN,peS,1103,fish:0,a
1102,fish,ROMANSH_GRISHUN,peS,1102,fish:0,a
1101,fish,ROMANIAN_MEGLENO,peaSti,1101,fish:0,a
1100,fish,ROMANIAN_2,peSte,1100,fish:0,a
1099,fish,ROMANIAN,peSte,1099,fish:0,a
1098,fish,ROMAGNOL_RAVENNATE,pEs,1098,fish:0,a
1110,fish,SPANISH,peskado,1110,fish:0,a
1097,fish,PORTUGUESE,paiS3,1097,fish:0,a
1095,fish,PIEMONTESE_LANZO_TORINESE,pES,1095,fish:0,a
1094,fish,PIEMONTESE_CARMAGNOLA,pEs,1094,fish:0,a
1093,fish,PIEMONTESE_BARBANIA,p3s,1093,fish:0,a
1092,fish,OCCITAN_ARANESE,peiS,1092,fish:0,a
1091,fish,NONES_GARDENESE,p3S,1091,fish:0,a
1111,fish,VALENCIAN,peiS,1111,fish:0,a
1090,fish,NONES_FASSANO,peS,1090,fish:0,a
1089,fish,NONES,pes,1089,fish:0,a
1088,fish,NEAPOLITAN_CALABRESE,peS3,1088,fish:0,a
1112,fish,VLACH,pesku,1112,fish:0,a
1086,fish,LOMBARD_BERGAMO,pEs,1086,fish:0,a
1096,fish,PIEMONTESE_VERCELLESE,pos,1096,fish:0,a
1087,fish,LOMBARD_PLESIO,pEs,1087,fish:0,a
445,full,ALBANIAN,embuSurplotme,445,full:0,a
446,full,ALBANIAN_TOSK,plot3,446,full:1,b
480,full,ROMAGNOL_RAVENNATE,pin,480,full:2,c
486,full,ROMANSH_SURSILVAN,plein,486,full:2,c
451,full,CATALAN,plE,451,full:2,c
452,full,CATALAN_2,plE,452,full:2,c
453,full,DALMATIAN,plain,453,full:2,c
454,full,EMILIANO_CARPIGIANO,pin,454,full:2,c
455,full,EMILIANO_FERRARESE,pin,455,full:2,c
456,full,EMILIANO_REGGIANO,pin,456,full:2,c
457,full,FRENCH,pl3,457,full:2,c
458,full,FRIULIAN,plen,458,full:2,c
461,full,ITALIAN,pyEno,461,full:2,c
462,full,ITALIAN_GROSSETO_TUSCAN,pyEno,462,full:2,c
473,full,NONES_GARDENESE,pl35,473,full:2,c
472,full,NONES_FASSANO,pye5,472,full:2,c
471,full,NONES,plen,471,full:2,c
464,full,LANGUEDOCIEN,ple,464,full:2,c
465,full,LIGURIAN_GENOESE,piN,465,full:2,c
466,full,LIGURIAN_RAPALLO,piN,466,full:2,c
467,full,LIGURIAN_STELLA,CEN,467,full:2,c
468,full,LOMBARD_BERGAMO,pye,468,full:2,c
469,full,LOMBARD_PLESIO,pyee,469,full:2,c
450,full,BALEAR_CATALAN,plE,450,full:2,c
448,full,ARPITAN,plE,448,full:2,c
460,full,GASCON,ple,460,full:2,c
488,full,SARDINIAN,prenu,488,full:2,c
447,full,ARAGONESE,pleno,447,full:2,c
490,full,SARDINIAN_LOGUDARESE,prenu,490,full:2,c
485,full,ROMANSH_SURMIRAN,pla5,485,full:2,c
484,full,ROMANSH_GRISHUN,playn,484,full:2,c
483,full,ROMANIAN_MEGLENO,plin,483,full:2,c
482,full,ROMANIAN_2,plin,482,full:2,c
489,full,SARDINIAN_CAMPIDANESE,prenu,489,full:2,c
493,full,VALENCIAN,plE,493,full:2,c
478,full,PIEMONTESE_VERCELLESE,piN,478,full:2,c
477,full,PIEMONTESE_LANZO_TORINESE,pyEN,477,full:2,c
476,full,PIEMONTESE_CARMAGNOLA,pyEN,476,full:2,c
475,full,PIEMONTESE_BARBANIA,pyEN,475,full:2,c
474,full,OCCITAN_ARANESE,pleN,474,full:2,c
481,full,ROMANIAN,plin,481,full:2,c
494,full,VLACH,mplinu,494,full:2,c
487,full,ROMANSH_VALLADER,playn,487,full:2,c
449,full,ASTURIAN,Leno,449,full:3,d
492,full,SPANISH,yeno,492,full:3,d
463,full,JUDEO_ESPAGNOL,yeno,463,full:3,d
491,full,SICILIAN_UnnamedInSource,Cinu,491,full:3,d
459,full,GALICIAN,Ceo,459,full:4,e
470,full,NEAPOLITAN_CALABRESE,kin3,470,full:5,f
479,full,PORTUGUESE,Seyu,479,full:6,g
444,full,ALBANIAN_GHEG,cit3,444,full:6,g
1952,hand,ALBANIAN_GHEG,dor3,1952,hand:0,a
1954,hand,ALBANIAN_TOSK,dor3,1954,hand:0,a
1953,hand,ALBANIAN,dor3,1953,hand:0,a
1975,hand,LIGURIAN_RAPALLO,maN,1975,hand:1,b
1990,hand,ROMANIAN,m3n3,1990,hand:1,b
1974,hand,LIGURIAN_GENOESE,maN,1974,hand:1,b
1989,hand,ROMAGNOL_RAVENNATE,man,1989,hand:1,b
1972,hand,JUDEO_ESPAGNOL,mano,1972,hand:1,b
1971,hand,ITALIAN_GROSSETO_TUSCAN,mano,1971,hand:1,b
1970,hand,ITALIAN,mano,1970,hand:1,b
1976,hand,LIGURIAN_STELLA,maN,1976,hand:1,b
1981,hand,NONES_FASSANO,ma5,1981,hand:1,b
1978,hand,LOMBARD_PLESIO,maN,1978,hand:1,b
1979,hand,NEAPOLITAN_CALABRESE,man3,1979,hand:1,b
1980,hand,NONES,man,1980,hand:1,b
1982,hand,NONES_GARDENESE,ma5,1982,hand:1,b
1983,hand,OCCITAN_ARANESE,maN,1983,hand:1,b
1984,hand,PIEMONTESE_BARBANIA,maN,1984,hand:1,b
1985,hand,PIEMONTESE_CARMAGNOLA,maN,1985,hand:1,b
1968,hand,GALICIAN,man,1968,hand:1,b
1988,hand,PORTUGUESE,mau,1988,hand:1,b
1967,hand,FRIULIAN,man,1967,hand:1,b
2001,hand,SPANISH,mano,2001,hand:1,b
1965,hand,EMILIANO_REGGIANO,man,1965,hand:1,b
2004,hand,VLACH,mina,2004,hand:1,b
2002,hand,TURIA_AROMANIAN,mana,2002,hand:1,b
1986,hand,PIEMONTESE_LANZO_TORINESE,maN,1986,hand:1,b
2000,hand,SICILIAN_UnnamedInSource,manu,2000,hand:1,b
1999,hand,SARDINIAN_LOGUDARESE,manu,1999,hand:1,b
1998,hand,SARDINIAN_CAMPIDANESE,manu,1998,hand:1,b
1997,hand,SARDINIAN,manu,1997,hand:1,b
1991,hand,ROMANIAN_2,m3n3,1991,hand:1,b
1955,hand,ARAGONESE,man,1955,hand:1,b
1957,hand,ASTURIAN,mano,1957,hand:1,b
1995,hand,ROMANSH_SURSILVAN,maun,1995,hand:1,b
1994,hand,ROMANSH_SURMIRAN,maN,1994,hand:1,b
1993,hand,ROMANSH_GRISHUN,mawn,1993,hand:1,b
1961,hand,CORSICAN,mani,1961,hand:1,b
1992,hand,ROMANIAN_MEGLENO,mon3,1992,hand:1,b
1963,hand,EMILIANO_CARPIGIANO,maN,1963,hand:1,b
1964,hand,EMILIANO_FERRARESE,mans,1964,hand:1,b
1996,hand,ROMANSH_VALLADER,man,1996,hand:1,b
1987,hand,PIEMONTESE_VERCELLESE,maN,1987,hand:1,b
2003,hand,VALENCIAN,ma,2003,hand:2,c
1973,hand,LANGUEDOCIEN,ma,1973,hand:2,c
1969,hand,GASCON,ma,1969,hand:2,c
1966,hand,FRENCH,ma,1966,hand:2,c
1960,hand,CATALAN_2,ma,1960,hand:2,c
1959,hand,CATALAN,ma,1959,hand:2,c
1958,hand,BALEAR_CATALAN,ma,1958,hand:2,c
1956,hand,ARPITAN,ma,1956,hand:2,c
1977,hand,LOMBARD_BERGAMO,ma,1977,hand:2,c
1962,hand,DALMATIAN,muoN,1962,hand:3,d
853,hear,ALBANIAN_GHEG,d3goy,853,hear:0,a
854,hear,ALBANIAN,d3gyoy,854,hear:0,a
855,hear,ALBANIAN_TOSK,d3Toy,855,hear:0,a
860,hear,CATALAN,s3nti,860,hear:1,b
856,hear,ARAGONESE,sentir,856,hear:1,b
872,hear,ITALIAN_GROSSETO_TUSCAN,sentire,872,hear:1,b
862,hear,CORSICAN,sEnt,862,hear:1,b
859,hear,BALEAR_CATALAN,s3nti,859,hear:1,b
861,hear,CATALAN_2,s3nti,861,hear:1,b
878,hear,LOMBARD_BERGAMO,sinti,878,hear:1,b
863,hear,DALMATIAN,sentar,863,hear:1,b
864,hear,EMILIANO_CARPIGIANO,siNtir,864,hear:1,b
868,hear,FRIULIAN,sintei,868,hear:1,b
877,hear,LIGURIAN_STELLA,seNti,877,hear:1,b
880,hear,NEAPOLITAN_CALABRESE,s3nti,880,hear:1,b
875,hear,LIGURIAN_GENOESE,seNti,875,hear:1,b
879,hear,LOMBARD_PLESIO,senti,879,hear:1,b
865,hear,EMILIANO_FERRARESE,sintir,865,hear:1,b
895,hear,ROMANSH_SURMIRAN,santkEr,895,hear:1,b
881,hear,NONES,senir,881,hear:1,b
882,hear,NONES_FASSANO,sentir,882,hear:1,b
885,hear,PIEMONTESE_BARBANIA,sENte,885,hear:1,b
886,hear,PIEMONTESE_CARMAGNOLA,sENte,886,hear:1,b
887,hear,PIEMONTESE_LANZO_TORINESE,sENte,887,hear:1,b
901,hear,SICILIAN_UnnamedInSource,sentiri,901,hear:1,b
888,hear,PIEMONTESE_VERCELLESE,seNti,888,hear:1,b
903,hear,VALENCIAN,sentir,903,hear:1,b
890,hear,ROMAGNOL_RAVENNATE,sinti,890,hear:1,b
876,hear,LIGURIAN_RAPALLO,seNti,876,hear:1,b
866,hear,EMILIANO_REGGIANO,sEynter,866,hear:1,b
893,hear,ROMANIAN_MEGLENO,ut,893,hear:10,k
896,hear,ROMANSH_SURSILVAN,udir,896,hear:11,l
897,hear,ROMANSH_VALLADER,dudir,897,hear:11,l
894,hear,ROMANSH_GRISHUN,udir,894,hear:11,l
900,hear,SARDINIAN_LOGUDARESE,intendere,900,hear:12,m
899,hear,SARDINIAN_CAMPIDANESE,intEndi,899,hear:12,m
898,hear,SARDINIAN,intendere,898,hear:12,m
904,hear,VLACH,aseultu,904,hear:13,n
857,hear,ARPITAN,ekota,857,hear:2,c
858,hear,ASTURIAN,oyer,858,hear:3,d
867,hear,FRENCH,otadr,867,hear:4,e
873,hear,JUDEO_ESPAGNOL,oir,873,hear:5,f
902,hear,SPANISH,oir,902,hear:5,f
869,hear,GALICIAN,oir,869,hear:5,f
874,hear,LANGUEDOCIEN,awzi,874,hear:6,g
883,hear,NONES_GARDENESE,awdi,883,hear:6,g
870,hear,GASCON,auzi,870,hear:6,g
891,hear,ROMANIAN,auz,891,hear:6,g
892,hear,ROMANIAN_2,auzy,892,hear:6,g
871,hear,ITALIAN,ud,871,hear:7,h
884,hear,OCCITAN_ARANESE,enene,884,hear:8,i
889,hear,PORTUGUESE,ov,889,hear:9,j
496,horn,ALBANIAN,bri,496,horn:0,a
497,horn,ALBANIAN_TOSK,bri,497,horn:0,a
495,horn,ALBANIAN_GHEG,bri,495,horn:0,a
515,horn,LANGUEDOCIEN,korno,515,horn:1,b
544,horn,TURIA_AROMANIAN,kornu,544,horn:1,b
522,horn,NONES,korn,522,horn:1,b
523,horn,NONES_FASSANO,korn,523,horn:1,b
524,horn,NONES_GARDENESE,korn,524,horn:1,b
525,horn,OCCITAN_ARANESE,korno,525,horn:1,b
526,horn,PIEMONTESE_BARBANIA,korn,526,horn:1,b
527,horn,PIEMONTESE_CARMAGNOLA,korn,527,horn:1,b
528,horn,PIEMONTESE_LANZO_TORINESE,korn,528,horn:1,b
529,horn,PIEMONTESE_VERCELLESE,kornu,529,horn:1,b
531,horn,ROMAGNOL_RAVENNATE,ko3ran,531,horn:1,b
521,horn,NEAPOLITAN_CALABRESE,korn3,521,horn:1,b
532,horn,ROMANIAN,korn,532,horn:1,b
534,horn,ROMANIAN_MEGLENO,korn,534,horn:1,b
535,horn,ROMANSH_GRISHUN,korn3,535,horn:1,b
536,horn,ROMANSH_SURMIRAN,korn3,536,horn:1,b
538,horn,ROMANSH_VALLADER,korn3,538,horn:1,b
539,horn,SARDINIAN,koru,539,horn:1,b
540,horn,SARDINIAN_CAMPIDANESE,koru,540,horn:1,b
541,horn,SARDINIAN_LOGUDARESE,koru,541,horn:1,b
542,horn,SICILIAN_UnnamedInSource,kornutu,542,horn:1,b
543,horn,SPANISH,kerno,543,horn:1,b
533,horn,ROMANIAN_2,korn,533,horn:1,b
519,horn,LOMBARD_BERGAMO,koren,519,horn:1,b
520,horn,LOMBARD_PLESIO,kornu,520,horn:1,b
517,horn,LIGURIAN_RAPALLO,kornu,517,horn:1,b
498,horn,ARAGONESE,kerno,498,horn:1,b
499,horn,ASTURIAN,kuernu,499,horn:1,b
501,horn,CATALAN,korn,501,horn:1,b
503,horn,CORSICAN,kori,503,horn:1,b
504,horn,DALMATIAN,kuarN,504,horn:1,b
505,horn,EMILIANO_CARPIGIANO,koren,505,horn:1,b
518,horn,LIGURIAN_STELLA,kornu,518,horn:1,b
507,horn,EMILIANO_REGGIANO,koren,507,horn:1,b
508,horn,FRENCH,korn,508,horn:1,b
506,horn,EMILIANO_FERRARESE,koran,506,horn:1,b
510,horn,GALICIAN,korno,510,horn:1,b
511,horn,GASCON,korno,511,horn:1,b
512,horn,ITALIAN,korno,512,horn:1,b
513,horn,ITALIAN_GROSSETO_TUSCAN,korno,513,horn:1,b
514,horn,JUDEO_ESPAGNOL,kuerno,514,horn:1,b
516,horn,LIGURIAN_GENOESE,kornu,516,horn:1,b
502,horn,CATALAN_2,ba53,502,horn:2,c
500,horn,BALEAR_CATALAN,ba53,500,horn:2,c
545,horn,VALENCIAN,ba5a,545,horn:2,c
509,horn,FRIULIAN,kar,509,horn:3,d
530,horn,PORTUGUESE,Sifr3,530,horn:4,e
537,horn,ROMANSH_SURSILVAN,Ciern,537,horn:5,f
1900,knee,ALBANIAN,Tu,1900,knee:0,a
1901,knee,ALBANIAN_TOSK,Tu,1901,knee:0,a
1905,knee,BALEAR_CATALAN,Z3noL,1905,knee:1,b
1902,knee,ARAGONESE,CinoLo,1902,knee:1,b
1903,knee,ARPITAN,Z3nu,1903,knee:1,b
1929,knee,NONES_GARDENESE,Z3nodl,1929,knee:1,b
1930,knee,OCCITAN_ARANESE,ZuL,1930,knee:1,b
1931,knee,PIEMONTESE_BARBANIA,Zinuy,1931,knee:1,b
1932,knee,PIEMONTESE_CARMAGNOLA,Zinuy,1932,knee:1,b
1933,knee,PIEMONTESE_LANZO_TORINESE,Zinuy,1933,knee:1,b
1934,knee,PIEMONTESE_VERCELLESE,ZnoC,1934,knee:1,b
1935,knee,PORTUGUESE,ZuaLu,1935,knee:1,b
1936,knee,ROMAGNOL_RAVENNATE,ZnoC,1936,knee:1,b
1937,knee,ROMANIAN,jenuNk,1937,knee:1,b
1928,knee,NONES_FASSANO,Z3neye,1928,knee:1,b
1938,knee,ROMANIAN_2,jenuNky,1938,knee:1,b
1940,knee,ROMANSH_GRISHUN,Z3neye,1940,knee:1,b
1941,knee,ROMANSH_SURMIRAN,g3nuL,1941,knee:1,b
1942,knee,ROMANSH_SURSILVAN,SanuL,1942,knee:1,b
1943,knee,ROMANSH_VALLADER,ZnwoL,1943,knee:1,b
1944,knee,SARDINIAN,enugu,1944,knee:1,b
1945,knee,SARDINIAN_CAMPIDANESE,jenuxu,1945,knee:1,b
1946,knee,SARDINIAN_LOGUDARESE,benukru,1946,knee:1,b
1947,knee,SICILIAN_UnnamedInSource,dinokiu,1947,knee:1,b
1939,knee,ROMANIAN_MEGLENO,zinkLu,1939,knee:1,b
1927,knee,NONES,zinocEl,1927,knee:1,b
1926,knee,NEAPOLITAN_CALABRESE,d3nuky3,1926,knee:1,b
1950,knee,VALENCIAN,CinoL,1950,knee:1,b
1951,knee,VLACH,cinuklu,1951,knee:1,b
1906,knee,CATALAN,j3noL,1906,knee:1,b
1907,knee,CATALAN_2,Z3noL,1907,knee:1,b
1908,knee,CORSICAN,vinoTi,1908,knee:1,b
1909,knee,DALMATIAN,Zinuak,1909,knee:1,b
1910,knee,EMILIANO_CARPIGIANO,znoC,1910,knee:1,b
1911,knee,EMILIANO_FERRARESE,ZnoC,1911,knee:1,b
1912,knee,EMILIANO_REGGIANO,ZnoC,1912,knee:1,b
1913,knee,FRENCH,j3nu,1913,knee:1,b
1914,knee,FRIULIAN,zEnoli,1914,knee:1,b
1949,knee,TURIA_AROMANIAN,cinukLu,1949,knee:1,b
1916,knee,GASCON,Zuy,1916,knee:1,b
1917,knee,ITALIAN,jinokkyo,1917,knee:1,b
1918,knee,ITALIAN_GROSSETO_TUSCAN,Zinkyo,1918,knee:1,b
1920,knee,LANGUEDOCIEN,jenul,1920,knee:1,b
1921,knee,LIGURIAN_GENOESE,Zenuju,1921,knee:1,b
1922,knee,LIGURIAN_RAPALLO,zenuju,1922,knee:1,b
1923,knee,LIGURIAN_STELLA,Zenuju,1923,knee:1,b
1924,knee,LOMBARD_BERGAMO,jonoC,1924,knee:1,b
1925,knee,LOMBARD_PLESIO,jinoC,1925,knee:1,b
1919,knee,JUDEO_ESPAGNOL,rodiyas,1919,knee:2,c
1904,knee,ASTURIAN,rodia,1904,knee:2,c
1948,knee,SPANISH,rodiya,1948,knee:2,c
1899,knee,ALBANIAN_GHEG,gu,1899,knee:3,d
1915,knee,GALICIAN,SeonLo,1915,knee:3,d
548,leaf,ALBANIAN_TOSK,flEt3,548,leaf:0,a
546,leaf,ALBANIAN_GHEG,flet3,546,leaf:0,a
547,leaf,ALBANIAN,Tethe,547,leaf:1,b
595,leaf,SPANISH,oha,595,leaf:2,c
594,leaf,SICILIAN_UnnamedInSource,fogia,594,leaf:2,c
573,leaf,NEAPOLITAN_CALABRESE,foy3,573,leaf:2,c
574,leaf,NONES,foya,574,leaf:2,c
575,leaf,NONES_FASSANO,foa,575,leaf:2,c
578,leaf,PIEMONTESE_BARBANIA,foya,578,leaf:2,c
579,leaf,PIEMONTESE_CARMAGNOLA,foya,579,leaf:2,c
580,leaf,PIEMONTESE_LANZO_TORINESE,foya,580,leaf:2,c
581,leaf,PIEMONTESE_VERCELLESE,foya,581,leaf:2,c
582,leaf,PORTUGUESE,foLa,582,leaf:2,c
583,leaf,ROMAGNOL_RAVENNATE,foya,583,leaf:2,c
584,leaf,ROMANIAN,frunz3,584,leaf:2,c
585,leaf,ROMANIAN_2,foaie,585,leaf:2,c
586,leaf,ROMANIAN_MEGLENO,frunz3,586,leaf:2,c
588,leaf,ROMANSH_SURMIRAN,fiL,588,leaf:2,c
589,leaf,ROMANSH_SURSILVAN,fEL,589,leaf:2,c
590,leaf,ROMANSH_VALLADER,foL3,590,leaf:2,c
591,leaf,SARDINIAN,foza,591,leaf:2,c
592,leaf,SARDINIAN_CAMPIDANESE,fola,592,leaf:2,c
593,leaf,SARDINIAN_LOGUDARESE,foZa,593,leaf:2,c
596,leaf,VALENCIAN,fuLa,596,leaf:2,c
572,leaf,LOMBARD_PLESIO,foya,572,leaf:2,c
571,leaf,LOMBARD_BERGAMO,foya,571,leaf:2,c
587,leaf,ROMANSH_GRISHUN,feL,587,leaf:2,c
569,leaf,LIGURIAN_RAPALLO,foya,569,leaf:2,c
570,leaf,LIGURIAN_STELLA,fEya,570,leaf:2,c
549,leaf,ARAGONESE,fueLa,549,leaf:2,c
550,leaf,ARPITAN,foL3,550,leaf:2,c
551,leaf,ASTURIAN,fueya,551,leaf:2,c
552,leaf,BALEAR_CATALAN,fuL3,552,leaf:2,c
554,leaf,CATALAN_2,fuL3,554,leaf:2,c
555,leaf,CORSICAN,foLa,555,leaf:2,c
556,leaf,DALMATIAN,fuaLa,556,leaf:2,c
557,leaf,EMILIANO_CARPIGIANO,foya,557,leaf:2,c
558,leaf,EMILIANO_FERRARESE,foya,558,leaf:2,c
559,leaf,EMILIANO_REGGIANO,foya,559,leaf:2,c
553,leaf,CATALAN,fuL3,553,leaf:2,c
562,leaf,GALICIAN,foLa,562,leaf:2,c
568,leaf,LIGURIAN_GENOESE,foya,568,leaf:2,c
564,leaf,ITALIAN,foLa,564,leaf:2,c
565,leaf,ITALIAN_GROSSETO_TUSCAN,foLa,565,leaf:2,c
566,leaf,JUDEO_ESPAGNOL,oxa,566,leaf:2,c
567,leaf,LANGUEDOCIEN,fiElo,567,leaf:2,c
560,leaf,FRENCH,f3y,560,leaf:2,c
